sep=,
"HGNC ID (gene)","Approved symbol","Approved name","Previous symbols","Aliases","Chromosome","Group"
"HGNC:15221","OR52I2","olfactory receptor family 52 subfamily I member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14760","OR52J1P","olfactory receptor family 52 subfamily J member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14797","OR52J2P","olfactory receptor family 52 subfamily J member 2 pseudogene","OR52J4P","","11p15.4","Olfactory receptors, family 52"
"HGNC:14799","OR52J3","olfactory receptor family 52 subfamily J member 3","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15222","OR52K1","olfactory receptor family 52 subfamily K member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15223","OR52K2","olfactory receptor family 52 subfamily K member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15224","OR52K3P","olfactory receptor family 52 subfamily K member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14785","OR52L1","olfactory receptor family 52 subfamily L member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14788","OR52L2P","olfactory receptor family 52 subfamily L member 2 pseudogene","OR52L2","","11p15.4","Olfactory receptors, family 52"
"HGNC:15225","OR52M1","olfactory receptor family 52 subfamily M member 1","OR52M1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:15226","OR52M2P","olfactory receptor family 52 subfamily M member 2 pseudogene","OR52M4","","11p15.4","Olfactory receptors, family 52"
"HGNC:14853","OR52N1","olfactory receptor family 52 subfamily N member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15228","OR52N2","olfactory receptor family 52 subfamily N member 2","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15229","OR52N3P","olfactory receptor family 52 subfamily N member 3 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15230","OR52N4","olfactory receptor family 52 subfamily N member 4","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15231","OR52N5","olfactory receptor family 52 subfamily N member 5","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15232","OR52P1P","olfactory receptor family 52 subfamily P member 1 pseudogene","OR52P1","","11p15.4","Olfactory receptors, family 52"
"HGNC:15233","OR52P2P","olfactory receptor family 52 subfamily P member 2 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15234","OR52Q1P","olfactory receptor family 52 subfamily Q member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15235","OR52R1","olfactory receptor family 52 subfamily R member 1","","","11p15.4","Olfactory receptors, family 52"
"HGNC:14805","OR52S1P","olfactory receptor family 52 subfamily S member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15236","OR52T1P","olfactory receptor family 52 subfamily T member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15237","OR52U1P","olfactory receptor family 52 subfamily U member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15238","OR52V1P","olfactory receptor family 52 subfamily V member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15239","OR52W1","olfactory receptor family 52 subfamily W member 1","OR52W1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:14790","OR52X1P","olfactory receptor family 52 subfamily X member 1 pseudogene","","","11p15.4","Olfactory receptors, family 52"
"HGNC:15240","OR52Y1P","olfactory receptor family 52 subfamily Y member 1 pseudogene","OR52Y2P","","11p15.4","Olfactory receptors, family 52"
"HGNC:19596","OR52Z1","olfactory receptor family 52 subfamily Z member 1","OR52Z1P","","11p15.4","Olfactory receptors, family 52"
"HGNC:15241","OR55B1P","olfactory receptor family 55 subfamily B member 1 pseudogene","OR55B2P,OR55C1P","","11p15.4","Olfactory receptors, family 55"
"HGNC:14781","OR56A1","olfactory receptor family 56 subfamily A member 1","","","11p15.4","Olfactory receptors, family 56"
"HGNC:14786","OR56A3","olfactory receptor family 56 subfamily A member 3","OR56A6,OR56A3P","","11p15.4","Olfactory receptors, family 56"
"HGNC:14791","OR56A4","olfactory receptor family 56 subfamily A member 4","","","11p15.4","Olfactory receptors, family 56"
"HGNC:14792","OR56A5","olfactory receptor family 56 subfamily A member 5","OR56A5P","","11p15.4","Olfactory receptors, family 56"
"HGNC:15244","OR56A7P","olfactory receptor family 56 subfamily A member 7 pseudogene","","","11p15.4","Olfactory receptors, family 56"
"HGNC:15245","OR56B1","olfactory receptor family 56 subfamily B member 1","OR56B1P","","11p15.4","Olfactory receptors, family 56"
"HGNC:15246","OR56B2P","olfactory receptor family 56 subfamily B member 2 pseudogene","OR56B2","","11p15.4","Olfactory receptors, family 56"
"HGNC:15247","OR56B3P","olfactory receptor family 56 subfamily B member 3 pseudogene","","","11p15.4","Olfactory receptors, family 56"
"HGNC:15248","OR56B4","olfactory receptor family 56 subfamily B member 4","","","11p15.4","Olfactory receptors, family 56"
"HGNC:8153","OPRD1","opioid receptor delta 1","","","1p35.3","Opioid receptors"
"HGNC:8154","OPRK1","opioid receptor kappa 1","","","8q11.23","Opioid receptors"
"HGNC:8155","OPRL1","opioid related nociceptin receptor 1","","","20q13.33","Opioid receptors"
"HGNC:8156","OPRM1","opioid receptor mu 1","","","6q25.2","Opioid receptors"
"HGNC:9936","OPN1LW","opsin 1, long wave sensitive","CBBM,RCP,CBP","","Xq28","Opsin receptors"
"HGNC:4206","OPN1MW","opsin 1, medium wave sensitive","GCP,CBBM,CBD","","Xq28","Opsin receptors"
"HGNC:26952","OPN1MW2","opsin 1, medium wave sensitive 2","","","Xq28","Opsin receptors"
"HGNC:51831","OPN1MW3","opsin 1, medium wave sensitive 3","","","Xq28","Opsin receptors"
"HGNC:1012","OPN1SW","opsin 1, short wave sensitive","BCP","","7q32.1","Opsin receptors"
"HGNC:10012","RHO","rhodopsin","RP4","","3q22.1","Opsin receptors"
"HGNC:14007","OPN3","opsin 3","ECPN","","1q43","Opsin receptors"
"HGNC:14449","OPN4","opsin 4","","","10q23.2","Opsin receptors"
"HGNC:19992","OPN5","opsin 5","TMEM13","","6p12.3","Opsin receptors"
"HGNC:9990","RGR","retinal G protein coupled receptor","","","10q23.1","Opsin receptors"
"HGNC:10450","RRH","retinal pigment epithelium-derived rhodopsin homolog","","","4q25","Opsin receptors"
"HGNC:4531","OXGR1","oxoglutarate receptor 1","GPR99,GPR80","","13q32.1","Oxoglutarate receptor"
"HGNC:9608","PTH1R","parathyroid hormone 1 receptor","PTHR,PTHR1","","3p21.31","Parathyroid hormone receptors"
"HGNC:9609","PTH2R","parathyroid hormone 2 receptor","PTHR2","","2q34","Parathyroid hormone receptors"
"HGNC:339","APLNR","apelin receptor","AGTRL1","","11q12.1","Peptide receptors"
"HGNC:4267","GHSR","growth hormone secretagogue receptor","","","3q26.31","Peptide receptors"
"HGNC:4510","KISS1R","KISS1 receptor","GPR54","","19p13.3","Peptide receptors"
"HGNC:4495","MLNR","motilin receptor","GPR38","","13q14.2","Peptide receptors"
"HGNC:4464","PRLHR","prolactin releasing hormone receptor","GPR10","","10q26.11","Peptide receptors"
"HGNC:15565","QRFPR","pyroglutamylated RFamide peptide receptor","GPR103","","4q27","Peptide receptors"
"HGNC:12299","TRHR","thyrotropin releasing hormone receptor","","","8q23.1","Peptide receptors"
"HGNC:9582","PTAFR","platelet activating factor receptor","","","1p35.3","Platelet activating factor receptor"
"HGNC:4524","PROKR1","prokineticin receptor 1","GPR73","","2p13.3","Prokineticin receptors"
"HGNC:15836","PROKR2","prokineticin receptor 2","GPR73L1,KAL3","","20p12.3","Prokineticin receptors"
"HGNC:9591","PTGDR","prostaglandin D2 receptor","","","14q22.1","Prostaglandin receptors"
"HGNC:4502","PTGDR2","prostaglandin D2 receptor 2","GPR44","","11q12.2","Prostaglandin receptors"
"HGNC:9593","PTGER1","prostaglandin E receptor 1","","","19p13.1","Prostaglandin receptors"
"HGNC:9594","PTGER2","prostaglandin E receptor 2","","","14q22.1","Prostaglandin receptors"
"HGNC:9595","PTGER3","prostaglandin E receptor 3","","","1p31.1","Prostaglandin receptors"
"HGNC:9596","PTGER4","prostaglandin E receptor 4","","","5p13.1","Prostaglandin receptors"
"HGNC:9600","PTGFR","prostaglandin F receptor","","","1p31.1","Prostaglandin receptors"
"HGNC:9602","PTGIR","prostaglandin I2 receptor","","","19q13.32","Prostaglandin receptors"
"HGNC:11608","TBXA2R","thromboxane A2 receptor","","","19p13.3","Prostaglandin receptors"
"HGNC:8539","P2RY1","purinergic receptor P2Y1","","","3q25.2","P2Y receptors"
"HGNC:8541","P2RY2","purinergic receptor P2Y2","","","11q13.4","P2Y receptors"
"HGNC:8542","P2RY4","pyrimidinergic receptor P2Y4","","","Xq13.1","P2Y receptors"
"HGNC:8543","P2RY6","pyrimidinergic receptor P2Y6","","","11q13.4","P2Y receptors"
"HGNC:8540","P2RY11","purinergic receptor P2Y11","","","19p13.2","P2Y receptors"
"HGNC:18124","P2RY12","purinergic receptor P2Y12","","","3q25.1","P2Y receptors"
"HGNC:4537","P2RY13","purinergic receptor P2Y13","GPR94,GPR86","","3q25.1","P2Y receptors"
"HGNC:16442","P2RY14","purinergic receptor P2Y14","GPR105","","3q25.1","P2Y receptors"
"HGNC:19718","RXFP1","relaxin family peptide receptor 1","LGR7","","4q32.1","Relaxin family peptide receptors"
"HGNC:17318","RXFP2","relaxin family peptide receptor 2","LGR8","","13q13.1","Relaxin family peptide receptors"
"HGNC:24883","RXFP3","relaxin family peptide receptor 3","RLN3R1","","5p13.2","Relaxin family peptide receptors"
"HGNC:14666","RXFP4","relaxin family peptide/INSL5 receptor 4","GPR100,RLN3R2","","1q22","Relaxin family peptide receptors"
"HGNC:11330","SSTR1","somatostatin receptor 1","","","14q13","Somatostatin receptors"
"HGNC:11331","SSTR2","somatostatin receptor 2","","","17q25.1","Somatostatin receptors"
"HGNC:11332","SSTR3","somatostatin receptor 3","","","22q13.1","Somatostatin receptors"
"HGNC:11333","SSTR4","somatostatin receptor 4","","","20p11.21","Somatostatin receptors"
"HGNC:11334","SSTR5","somatostatin receptor 5","","","16p13.3","Somatostatin receptors"
"HGNC:3165","S1PR1","sphingosine-1-phosphate receptor 1","EDG1","","1p21.2","Sphingosine 1-phosphate receptors"
"HGNC:3169","S1PR2","sphingosine-1-phosphate receptor 2","EDG5,DFNB68","","19p13.2","Sphingosine 1-phosphate receptors"
"HGNC:3167","S1PR3","sphingosine-1-phosphate receptor 3","EDG3","","9q22.1","Sphingosine 1-phosphate receptors"
"HGNC:3170","S1PR4","sphingosine-1-phosphate receptor 4","EDG6","","19p13.3","Sphingosine 1-phosphate receptors"
"HGNC:14299","S1PR5","sphingosine-1-phosphate receptor 5","EDG8","","19p13.2","Sphingosine 1-phosphate receptors"
"HGNC:4542","SUCNR1","succinate receptor 1","GPR91","","3q25.1","Succinate receptor"
"HGNC:11526","TACR1","tachykinin receptor 1","TAC1R","","2p12","Tachykinin receptors"
"HGNC:11527","TACR2","tachykinin receptor 2","TAC2R,NKNAR","","10q22.1","Tachykinin receptors"
"HGNC:11528","TACR3","tachykinin receptor 3","","","4q24","Tachykinin receptors"
"HGNC:14448","TAS1R1","taste 1 receptor member 1","GPR70","","1p36.31","Taste 1 receptors"
"HGNC:14905","TAS1R2","taste 1 receptor member 2","GPR71","","1p36.13","Taste 1 receptors"
"HGNC:15661","TAS1R3","taste 1 receptor member 3","","","1p36.33","Taste 1 receptors"
"HGNC:14909","TAS2R1","taste 2 receptor member 1","","","5p15.31","Taste 2 receptors"
"HGNC:20615","TAS2R2P","taste 2 receptor member 2, pseudogene","TAS2R2","","7p21.3","Taste 2 receptors"
"HGNC:14910","TAS2R3","taste 2 receptor member 3","","","7q34","Taste 2 receptors"
"HGNC:14911","TAS2R4","taste 2 receptor member 4","","","7q34","Taste 2 receptors"
"HGNC:14912","TAS2R5","taste 2 receptor member 5","","","7q34","Taste 2 receptors"
"HGNC:20616","TAS2R6P","taste 2 receptor member 6 pseudogene","TAS2R6","","7q34","Taste 2 receptors"
"HGNC:14913","TAS2R7","taste 2 receptor member 7","","","12p13.2","Taste 2 receptors"
"HGNC:14915","TAS2R8","taste 2 receptor member 8","","","12p13.2","Taste 2 receptors"
"HGNC:14917","TAS2R9","taste 2 receptor member 9","","","12p13.2","Taste 2 receptors"
"HGNC:14918","TAS2R10","taste 2 receptor member 10","","","12p13.2","Taste 2 receptors"
"HGNC:19103","TAS2R12P","taste 2 receptor member 12 pseudogene","TAS2R12","","12p13.2","Taste 2 receptors"
"HGNC:14919","TAS2R13","taste 2 receptor member 13","","","12p13","Taste 2 receptors"
"HGNC:14920","TAS2R14","taste 2 receptor member 14","","","12p13.2","Taste 2 receptors"
"HGNC:19106","TAS2R15P","taste 2 receptor member 15 pseudogene","TAS2R15","","12p13.2","Taste 2 receptors"
"HGNC:14921","TAS2R16","taste 2 receptor member 16","","","7q31.32","Taste 2 receptors"
"HGNC:19107","TAS2R18P","taste 2 receptor member 18 pseudogene","TAS2R65P,TAS2R18","","12p13.2","Taste 2 receptors"
"HGNC:19108","TAS2R19","taste 2 receptor member 19","TAS2R48,TAS2R23","","12p13.2","Taste 2 receptors"
"HGNC:19109","TAS2R20","taste 2 receptor member 20","TAS2R49","","12p13.2","Taste 2 receptors"
"HGNC:19110","TAS2R22","taste 2 receptor member 22 pseudogene","","","12 not on reference assembly","Taste 2 receptors"
"HGNC:19112","TAS2R30","taste 2 receptor member 30","TAS2R47","","12p13.2","Taste 2 receptors"
"HGNC:19113","TAS2R31","taste 2 receptor member 31","TAS2R44","","12p13.2","Taste 2 receptors"
"HGNC:19114","TAS2R33","taste 2 receptor member 33","","","12 not on reference assembly","Taste 2 receptors"
"HGNC:19115","TAS2R36","taste 2 receptor member 36","","","12 not on reference assembly","Taste 2 receptors"
"HGNC:19116","TAS2R37","taste 2 receptor member 37 pseudogene","","","12 not on reference assembly","Taste 2 receptors"
"HGNC:9584","TAS2R38","taste 2 receptor member 38","PTC","","7q34","Taste 2 receptors"
"HGNC:18886","TAS2R39","taste 2 receptor member 39","","","7q34","Taste 2 receptors"
"HGNC:18885","TAS2R40","taste 2 receptor member 40","GPR60","","7q34","Taste 2 receptors"
"HGNC:18883","TAS2R41","taste 2 receptor member 41","","","7q35","Taste 2 receptors"
"HGNC:18888","TAS2R42","taste 2 receptor member 42","","","12p13.2","Taste 2 receptors"
"HGNC:18875","TAS2R43","taste 2 receptor member 43","","","12p13.2","Taste 2 receptors"
"HGNC:18876","TAS2R45","taste 2 receptor member 45","GPR59","","12 alternate reference locus","Taste 2 receptors"
"HGNC:18877","TAS2R46","taste 2 receptor member 46","","","12p13.2","Taste 2 receptors"
"HGNC:18882","TAS2R50","taste 2 receptor member 50","","","12p13.2","Taste 2 receptors"
"HGNC:20639","TAS2R60","taste 2 receptor member 60","","","7q35","Taste 2 receptors"
"HGNC:20640","TAS2R62P","taste 2 receptor member 62 pseudogene","","","7q35","Taste 2 receptors"
"HGNC:20641","TAS2R63P","taste 2 receptor member 63 pseudogene","","","12p13.2","Taste 2 receptors"
"HGNC:20642","TAS2R64P","taste 2 receptor member 64 pseudogene","","","12p13.2","Taste 2 receptors"
"HGNC:43898","TAS2R67P","taste 2 receptor member 67 pseudogene","","","12p13.2","Taste 2 receptors"
"HGNC:43905","TAS2R68P","taste 2 receptor member 68 pseudogene","","","12 alternate reference locus","Taste 2 receptors"
"HGNC:17734","TAAR1","trace amine associated receptor 1","TRAR1","","6q23.2","Trace amine receptors"
"HGNC:4514","TAAR2","trace amine associated receptor 2","GPR58","","6q23.2","Trace amine receptors"
"HGNC:4513","TAAR3P","trace amine associated receptor 3, pseudogene","GPR57,TAAR3","","6q23.2","Trace amine receptors"
"HGNC:31924","TAAR4P","trace amine associated receptor 4, pseudogene","","","6q23.2","Trace amine receptors"
"HGNC:30236","TAAR5","trace amine associated receptor 5","","","6q23.2","Trace amine receptors"
"HGNC:20978","TAAR6","trace amine associated receptor 6","TRAR4","","6q23.2","Trace amine receptors"
"HGNC:31925","TAAR7P","trace amine associated receptor 7, pseudogene","","","6q23.2","Trace amine receptors"
"HGNC:14964","TAAR8","trace amine associated receptor 8","GPR102,TRAR5","","6q23.2","Trace amine receptors"
"HGNC:20977","TAAR9","trace amine associated receptor 9","TRAR3","","6q23.2","Trace amine receptors"
"HGNC:242","ADCYAP1R1","ADCYAP receptor type I","","","7p14.3","Vasoactive intestinal peptide receptor family"
"HGNC:12694","VIPR1","vasoactive intestinal peptide receptor 1","","","3p22.1","Vasoactive intestinal peptide receptor family"
"HGNC:12695","VIPR2","vasoactive intestinal peptide receptor 2","","","7q36.3","Vasoactive intestinal peptide receptor family"
"HGNC:13548","VN1R1","vomeronasal 1 receptor 1","VNR19I1","","19q13.4","Vomeronasal receptors"
"HGNC:19872","VN1R2","vomeronasal 1 receptor 2","","","19q13.42","Vomeronasal receptors"
"HGNC:19867","VN1R3","vomeronasal 1 receptor 3","","","16p11.2","Vomeronasal receptors"
"HGNC:19871","VN1R4","vomeronasal 1 receptor 4","","","19q13.42","Vomeronasal receptors"
"HGNC:19870","VN1R5","vomeronasal 1 receptor 5 (gene/pseudogene)","","","1q44","Vomeronasal receptors"
"HGNC:13712","VN1R6P","vomeronasal 1 receptor 6 pseudogene","VNR19I2","","19q13.42","Vomeronasal receptors"
"HGNC:8496","VN1R7P","vomeronasal 1 receptor 7 pseudogene","ORLP1","","21p11.2","Vomeronasal receptors"
"HGNC:8497","VN1R8P","vomeronasal 1 receptor 8 pseudogene","ORLP2","","21q11.2","Vomeronasal receptors"
"HGNC:20257","VN1R9P","vomeronasal 1 receptor 9 pseudogene","","","22q11.1","Vomeronasal receptors"
"HGNC:13550","VN1R10P","vomeronasal 1 receptor 10 pseudogene","VNR6I1P","","6p22.1","Vomeronasal receptors"
"HGNC:13551","VN1R11P","vomeronasal 1 receptor 11, pseudogene","","","6p22.2","Vomeronasal receptors"
"HGNC:18722","VN1R12P","vomeronasal 1 receptor 12, pseudogene","","","6p22.2","Vomeronasal receptors"
"HGNC:18723","VN1R13P","vomeronasal 1 receptor 13 pseudogene","","","6p22.2","Vomeronasal receptors"
"HGNC:18721","VN1R14P","vomeronasal 1 receptor 14 pseudogene","","","6p22-p21","Vomeronasal receptors"
"HGNC:37327","VN1R15P","vomeronasal 1 receptor 15 pseudogene","","","1q42.13","Vomeronasal receptors"
"HGNC:37330","VN1R16P","vomeronasal 1 receptor 16 pseudogene","","","1q44","Vomeronasal receptors"
"HGNC:37331","VN1R17P","vomeronasal 1 receptor 17 pseudogene","","","1q44","Vomeronasal receptors"
"HGNC:37334","VN1R18P","vomeronasal 1 receptor 18 pseudogene","","","2p16.3","Vomeronasal receptors"
"HGNC:37328","VN1R19P","vomeronasal 1 receptor 19 pseudogene","","","2q21.2","Vomeronasal receptors"
"HGNC:37335","VN1R20P","vomeronasal 1 receptor 20 pseudogene","","","3p25.1","Vomeronasal receptors"
"HGNC:37336","VN1R21P","vomeronasal 1 receptor 21 pseudogene","","","3p25.1","Vomeronasal receptors"
"HGNC:37337","VN1R22P","vomeronasal 1 receptor 22 pseudogene","","","4q25","Vomeronasal receptors"
"HGNC:37338","VN1R23P","vomeronasal 1 receptor 23 pseudogene","","","4q25","Vomeronasal receptors"
"HGNC:37344","VN1R24P","vomeronasal 1 receptor 24 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37345","VN1R25P","vomeronasal 1 receptor 25 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37346","VN1R26P","vomeronasal 1 receptor 26 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37347","VN1R27P","vomeronasal 1 receptor 27 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37348","VN1R28P","vomeronasal 1 receptor 28 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37349","VN1R29P","vomeronasal 1 receptor 29 pseudogene","","","7p11.2","Vomeronasal receptors"
"HGNC:37350","VN1R30P","vomeronasal 1 receptor 30 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37351","VN1R31P","vomeronasal 1 receptor 31 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37352","VN1R32P","vomeronasal 1 receptor 32 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37353","VN1R33P","vomeronasal 1 receptor 33 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37354","VN1R34P","vomeronasal 1 receptor 34 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37355","VN1R35P","vomeronasal 1 receptor 35 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37356","VN1R36P","vomeronasal 1 receptor 36 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37357","VN1R37P","vomeronasal 1 receptor 37 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37358","VN1R38P","vomeronasal 1 receptor 38 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37359","VN1R39P","vomeronasal 1 receptor 39 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37360","VN1R40P","vomeronasal 1 receptor 40 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37361","VN1R41P","vomeronasal 1 receptor 41 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37362","VN1R42P","vomeronasal 1 receptor 42 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37363","VN1R43P","vomeronasal 1 receptor 43 pseudogene","","","7q11.21","Vomeronasal receptors"
"HGNC:37364","VN1R44P","vomeronasal 1 receptor 44 pseudogene","","","7","Vomeronasal receptors"
"HGNC:37365","VN1R45P","vomeronasal 1 receptor 45 pseudogene","","","8p11.21","Vomeronasal receptors"
"HGNC:37366","VN1R46P","vomeronasal 1 receptor 46 pseudogene","","","8p11.1","Vomeronasal receptors"
"HGNC:37367","VN1R47P","vomeronasal 1 receptor 47 pseudogene","","","9p13.3","Vomeronasal receptors"
"HGNC:37368","VN1R48P","vomeronasal 1 receptor 48 pseudogene","","","9p13.1","Vomeronasal receptors"
"HGNC:37369","VN1R49P","vomeronasal 1 receptor 49 pseudogene","VN1R50P","","9q13","Vomeronasal receptors"
"HGNC:37371","VN1R51P","vomeronasal 1 receptor 51 pseudogene","","","9q22.33","Vomeronasal receptors"
"HGNC:37372","VN1R52P","vomeronasal 1 receptor 52 pseudogene","","","9q22.33","Vomeronasal receptors"
"HGNC:37373","VN1R53P","vomeronasal 1 receptor 53 pseudogene","","","10p11.21","Vomeronasal receptors"
"HGNC:37374","VN1R54P","vomeronasal 1 receptor 54 pseudogene","","","10q11.21","Vomeronasal receptors"
"HGNC:37375","VN1R55P","vomeronasal 1 receptor 55 pseudogene","","","10q23.31","Vomeronasal receptors"
"HGNC:37376","VN1R56P","vomeronasal 1 receptor 56 pseudogene","","","11p15.4","Vomeronasal receptors"
"HGNC:37377","VN1R57P","vomeronasal 1 receptor 57 pseudogene","","","12q21.31","Vomeronasal receptors"
"HGNC:37378","VN1R58P","vomeronasal 1 receptor 58 pseudogene","","","13q11","Vomeronasal receptors"
"HGNC:37379","VN1R59P","vomeronasal 1 receptor 59 pseudogene","","","14q23.1","Vomeronasal receptors"
"HGNC:37380","VN1R60P","vomeronasal 1 receptor 60 pseudogene","","","15q11.2","Vomeronasal receptors"
"HGNC:37381","VN1R61P","vomeronasal 1 receptor 61 pseudogene","","","15q11.2","Vomeronasal receptors"
"HGNC:37382","VN1R62P","vomeronasal 1 receptor 62 pseudogene","","","15q11.2","Vomeronasal receptors"
"HGNC:37383","VN1R63P","vomeronasal 1 receptor 63 pseudogene","","","15q11.2","Vomeronasal receptors"
"HGNC:37384","VN1R64P","vomeronasal 1 receptor 64 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37385","VN1R65P","vomeronasal 1 receptor 65 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37386","VN1R66P","vomeronasal 1 receptor 66 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37387","VN1R67P","vomeronasal 1 receptor 67 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37389","VN1R68P","vomeronasal 1 receptor 68 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37390","VN1R69P","vomeronasal 1 receptor 69 pseudogene","","","16p11.2","Vomeronasal receptors"
"HGNC:37391","VN1R70P","vomeronasal 1 receptor 70 pseudogene","","","16p11.1","Vomeronasal receptors"
"HGNC:37392","VN1R71P","vomeronasal 1 receptor 71 pseudogene","","","17q11.1","Vomeronasal receptors"
"HGNC:37393","VN1R72P","vomeronasal 1 receptor 72 pseudogene","","","17","Vomeronasal receptors"
"HGNC:37394","VN1R73P","vomeronasal 1 receptor 73 pseudogene","","","18p11.21","Vomeronasal receptors"
"HGNC:37395","VN1R74P","vomeronasal 1 receptor 74 pseudogene","","","18p11.21","Vomeronasal receptors"
"HGNC:37396","VN1R75P","vomeronasal 1 receptor 75 pseudogene","","","18p11.21","Vomeronasal receptors"
"HGNC:37397","VN1R76P","vomeronasal 1 receptor 76 pseudogene","","","18q21.2","Vomeronasal receptors"
"HGNC:37398","VN1R77P","vomeronasal 1 receptor 77 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37399","VN1R78P","vomeronasal 1 receptor 78 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37400","VN1R79P","vomeronasal 1 receptor 79 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37329","VN1R80P","vomeronasal 1 receptor 80 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37401","VN1R81P","vomeronasal 1 receptor 81 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37402","VN1R82P","vomeronasal 1 receptor 82 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37403","VN1R83P","vomeronasal 1 receptor 83 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37404","VN1R84P","vomeronasal 1 receptor 84 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37405","VN1R85P","vomeronasal 1 receptor 85 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37406","VN1R86P","vomeronasal 1 receptor 86 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37407","VN1R87P","vomeronasal 1 receptor 87 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37408","VN1R88P","vomeronasal 1 receptor 88 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37409","VN1R89P","vomeronasal 1 receptor 89 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37410","VN1R90P","vomeronasal 1 receptor 90 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37411","VN1R91P","vomeronasal 1 receptor 91 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37412","VN1R92P","vomeronasal 1 receptor 92 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37413","VN1R93P","vomeronasal 1 receptor 93 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37414","VN1R94P","vomeronasal 1 receptor 94 pseudogene","","","19p12","Vomeronasal receptors"
"HGNC:37415","VN1R95P","vomeronasal 1 receptor 95 pseudogene","","","19q11","Vomeronasal receptors"
"HGNC:37416","VN1R96P","vomeronasal 1 receptor 96 pseudogene","","","19q13.2","Vomeronasal receptors"
"HGNC:37417","VN1R97P","vomeronasal 1 receptor 97 pseudogene","","","19q13.33","Vomeronasal receptors"
"HGNC:37418","VN1R98P","vomeronasal 1 receptor 98 pseudogene","","","19q13.41","Vomeronasal receptors"
"HGNC:37419","VN1R99P","vomeronasal 1 receptor 99 pseudogene","","","19q13.41","Vomeronasal receptors"
"HGNC:37420","VN1R100P","vomeronasal 1 receptor 100 pseudogene","","","19q13.41","Vomeronasal receptors"
